transaction_id,card_id,amount,transaction_type,timestamp,store_id,terminal_id,batch_id,authorization_code,status,balance_after
TX-POS-202503110048-129680,CARD-25057,34.5,PURCHASE,2025-02-21 19:16:24,STORE-0512,POS-003,BATCH-STORE-0512-20250221-8,C25120,APPROVED,13.510000000000005
TX-POS-202503110048-077035,CUTB-1066,4.8,PURCHASE,2025-02-26 12:39:31,STORE-0512,POS-005,BATCH-STORE-0512-20250226-3,832143,APPROVED,1.5199999999999987
TX-POS-202503110048-584929,CARD-85544,31.5,PURCHASE,2025-02-28 19:26:59,STORE-0512,POS-001,BATCH-STORE-0512-20250228-6,759388,APPROVED,40.61
TX-POS-202503110048-040252,5099959847412520,22.99,PURCHASE,2025-03-08 19:40:04,STORE-0512,POS-004,BATCH-STORE-0512-20250308-7,IL6354,APPROVED,173.01
TX-POS-202503110048-067074,UXJI-6738,38.99,PURCHASE,2025-02-13 11:43:51,STORE-0512,POS-003,BATCH-STORE-0512-20250213-8,772341,APPROVED,249.01999999999998
TX-POS-202503110048-679936,1092327184454104,62.0,PURCHASE,2025-02-23 11:14:54,STORE-0512,POS-004,BATCH-STORE-0512-20250223-8,920622,APPROVED,76.98999999999998
TX-POS-202503110048-984006,JALW-1878,47.0,PURCHASE,2025-02-27 11:08:46,STORE-0512,POS-002,BATCH-STORE-0512-20250227-7,324168,APPROVED,3.0
TX-POS-202503110048-026298,GC-STORE-0512-1994,66.99,PURCHASE,2025-02-16 13:04:24,STORE-0512,POS-003,BATCH-STORE-0512-20250216-1,258213,APPROVED,21.890000000000015
TX-POS-202503110048-931379,3937970013685544,0.0,BALANCE,2025-02-28 18:49:31,STORE-0512,POS-004,BATCH-STORE-0512-20250228-5,DA6265,APPROVED,192.03999999999996
TX-POS-202503110048-348834,2548216898423999,25.41,PURCHASE,2025-02-10 12:24:32,STORE-0512,POS-001,BATCH-STORE-0512-20250210-6,Z29056,APPROVED,124.59
TX-POS-202503110048-777983,CARD-40597,1.99,PURCHASE,2025-02-21 13:49:30,STORE-0512,POS-002,BATCH-STORE-0512-20250221-8,619587,APPROVED,0.030000000000003135
TX-POS-202503110048-673914,GC-STORE-0512-3402,10.99,PURCHASE,2025-02-21 13:27:11,STORE-0512,POS-004,BATCH-STORE-0512-20250221-2,O70210,APPROVED,5.020000000000001
TX-POS-202503110048-083963,CARD-96229,17.5,PURCHASE,2025-02-27 10:44:55,STORE-0512,POS-005,BATCH-STORE-0512-20250227-9,Y22080,APPROVED,5.989999999999998
TX-POS-202503110048-072047,LCKF-4499,7.0,PURCHASE,2025-02-13 12:11:07,STORE-0512,POS-002,BATCH-STORE-0512-20250213-7,NX1927,APPROVED,0.5
TX-POS-202503110048-489956,CARD-31117,2.36,PURCHASE,2025-02-19 12:13:08,STORE-0512,POS-004,BATCH-STORE-0512-20250219-5,091705,APPROVED,7.549516567451064e-15
TX-POS-202503110048-415395,1854829191135693,11.0,REFUND,2025-03-03 17:03:49,STORE-0512,POS-003,BATCH-STORE-0512-20250303-2,CN7781,APPROVED,12.829999999999998
TX-POS-202503110048-222056,JZNT-4509,6.99,PURCHASE,2025-03-07 19:55:37,STORE-0512,POS-001,BATCH-STORE-0512-20250307-6,GF9846,APPROVED,9.519999999999998
TX-POS-202503110048-856437,BPNO-4412,1.18,PURCHASE,2025-02-14 13:49:50,STORE-0512,POS-004,BATCH-STORE-0512-20250214-8,Z54666,APPROVED,0.5199999999999994
TX-POS-202503110048-109118,IIFI-3997,1.0,PURCHASE,2025-02-21 13:14:01,STORE-0512,POS-005,BATCH-STORE-0512-20250221-3,HG6953,APPROVED,0.8099999999999978
TX-POS-202503110048-729608,CARD-17403,23.0,PURCHASE,2025-03-11 13:58:25,STORE-0512,POS-001,BATCH-STORE-0512-20250311-6,103464,APPROVED,3.989999999999995
TX-POS-202503110048-105497,GC-STORE-0512-2763,6.0,PURCHASE,2025-03-04 15:07:39,STORE-0512,POS-004,BATCH-STORE-0512-20250304-4,DB6593,APPROVED,0.18000000000000327
TX-POS-202503110048-391498,CARD-92529,18.99,PURCHASE,2025-03-11 18:56:32,STORE-0512,POS-002,BATCH-STORE-0512-20250311-5,SC2192,APPROVED,11.020000000000003
TX-POS-202503110048-282947,GC-STORE-0512-7989,32.0,REFUND,2025-03-05 12:24:28,STORE-0512,POS-004,BATCH-STORE-0512-20250305-5,BY7546,APPROVED,33.39999999999999
TX-POS-202503110048-736283,AFJJ-4198,1.0,PURCHASE,2025-03-06 17:30:08,STORE-0512,POS-003,BATCH-STORE-0512-20250306-3,XC2534,APPROVED,0.03000000000001024
TX-POS-202503110048-981065,GC-STORE-0512-3713,17.0,PURCHASE,2025-02-25 17:51:42,STORE-0512,POS-002,BATCH-STORE-0512-20250225-9,GS4652,APPROVED,4.23
TX-POS-202503110048-941712,GC-STORE-0512-8015,7.99,PURCHASE,2025-03-04 13:00:27,STORE-0512,POS-005,BATCH-STORE-0512-20250304-2,639853,APPROVED,42.01
TX-POS-202503110048-487635,8512563806250068,9.99,PURCHASE,2025-02-21 13:21:13,STORE-0512,POS-001,BATCH-STORE-0512-20250221-4,856834,APPROVED,148.01999999999998
TX-POS-202503110048-153187,GC-STORE-0512-4485,40.99,PURCHASE,2025-02-12 11:20:11,STORE-0512,POS-002,BATCH-STORE-0512-20250212-1,828561,APPROVED,2.509999999999998
TX-POS-202503110048-649614,TMVB-2576,7.0,REFUND,2025-03-06 11:15:06,STORE-0512,POS-001,BATCH-STORE-0512-20250306-1,045615,APPROVED,7.019999999999996
TX-POS-202503110048-565411,GC-STORE-0512-9105,2.5,PURCHASE,2025-03-02 18:03:02,STORE-0512,POS-005,BATCH-STORE-0512-20250302-1,803748,APPROVED,0.509999999999998
TX-POS-202503110048-556429,MYLQ-8064,4.97,PURCHASE,2025-03-06 18:40:53,STORE-0512,POS-001,BATCH-STORE-0512-20250306-8,062794,APPROVED,11.130000000000003
TX-POS-202503110048-002326,CARD-18356,11.0,PURCHASE,2025-02-16 12:51:14,STORE-0512,POS-003,BATCH-STORE-0512-20250216-5,KF8809,APPROVED,14.010000000000002
TX-POS-202503110048-171062,ULNK-9533,14.99,PURCHASE,2025-02-20 12:36:37,STORE-0512,POS-001,BATCH-STORE-0512-20250220-6,MR8114,APPROVED,4.009999999999996
TX-POS-202503110048-662659,3937970013685544,40.0,PURCHASE,2025-03-01 11:12:31,STORE-0512,POS-001,BATCH-STORE-0512-20250301-6,965963,APPROVED,152.03999999999996
TX-POS-202503110048-567688,3098576893381487,1.0,PURCHASE,2025-02-13 15:37:33,STORE-0512,POS-004,BATCH-STORE-0512-20250213-7,SN3463,APPROVED,0.8200000000000078
TX-POS-202503110048-600976,8432959531090490,16.99,PURCHASE,2025-03-07 19:20:24,STORE-0512,POS-004,BATCH-STORE-0512-20250307-3,E77922,APPROVED,6.620000000000001
TX-POS-202503110048-736101,AIOB-8219,72.22,PURCHASE,2025-02-17 11:06:05,STORE-0512,POS-001,BATCH-STORE-0512-20250217-5,189045,APPROVED,17.790000000000006
TX-POS-202503110048-471099,CARD-85544,21.08,PURCHASE,2025-02-20 15:22:57,STORE-0512,POS-001,BATCH-STORE-0512-20250220-1,H41114,APPROVED,19.53
TX-POS-202503110048-995977,CARD-49590,84.99,PURCHASE,2025-03-03 18:27:17,STORE-0512,POS-001,BATCH-STORE-0512-20250303-2,439449,APPROVED,25.039999999999992
TX-POS-202503110048-600945,3430328575950541,0.0,BALANCE,2025-02-11 12:43:30,STORE-0512,POS-003,BATCH-STORE-0512-20250211-8,662557,APPROVED,18.979999999999997
TX-POS-202503110048-467151,SJEN-6471,13.88,PURCHASE,2025-02-10 11:54:38,STORE-0512,POS-004,BATCH-STORE-0512-20250210-6,QP4389,APPROVED,26.099999999999994
TX-POS-202503110048-798726,UECK-8401,3.51,PURCHASE,2025-02-26 11:32:16,STORE-0512,POS-002,BATCH-STORE-0512-20250226-7,Q10538,APPROVED,1.7763568394002505e-15
TX-POS-202503110048-415590,5899350110920167,21.5,PURCHASE,2025-03-05 18:01:29,STORE-0512,POS-005,BATCH-STORE-0512-20250305-9,361301,APPROVED,8.5
TX-POS-202503110048-907482,CARD-61897,93.99,PURCHASE,2025-02-27 12:19:58,STORE-0512,POS-003,BATCH-STORE-0512-20250227-5,876033,APPROVED,210.39999999999998
TX-POS-202503110048-846692,PUEX-2685,2.99,PURCHASE,2025-02-21 19:52:29,STORE-0512,POS-001,BATCH-STORE-0512-20250221-7,MT6755,APPROVED,170.0
TX-POS-202503110048-205754,GC-STORE-0512-9310,5.0,REFUND,2025-03-11 13:25:18,STORE-0512,POS-003,BATCH-STORE-0512-20250311-6,MW6478,APPROVED,4.999999999999998
TX-POS-202503110048-440001,9945297533044992,10.99,PURCHASE,2025-02-13 11:47:32,STORE-0512,POS-001,BATCH-STORE-0512-20250213-1,ML9361,APPROVED,26.019999999999996
TX-POS-202503110048-929209,NMSY-9395,5.99,REFUND,2025-02-16 11:26:28,STORE-0512,POS-003,BATCH-STORE-0512-20250216-4,OY5802,APPROVED,6.719999999999999
TX-POS-202503110048-329350,TVFA-8704,9.5,REFUND,2025-02-16 13:57:07,STORE-0512,POS-004,BATCH-STORE-0512-20250216-8,004340,APPROVED,9.510000000000003
TX-POS-202503110048-997640,GC-STORE-0512-2761,30.5,PURCHASE,2025-02-09 11:38:40,STORE-0512,POS-001,BATCH-STORE-0512-20250209-6,287122,APPROVED,274.71
TX-POS-202503110048-300482,CARD-45909,20.5,PURCHASE,2025-02-11 11:21:49,STORE-0512,POS-002,BATCH-STORE-0512-20250211-3,E04756,APPROVED,11.979999999999983
TX-POS-202503110048-050625,CARD-40456,84.99,PURCHASE,2025-02-20 11:12:34,STORE-0512,POS-002,BATCH-STORE-0512-20250220-5,OP3553,APPROVED,46.019999999999996
TX-POS-202503110048-047539,CARD-59662,4.0,REFUND,2025-03-10 12:38:14,STORE-0512,POS-004,BATCH-STORE-0512-20250310-9,A41569,APPROVED,4.01
TX-POS-202503110048-537065,8432959531090490,2.51,PURCHASE,2025-02-25 10:45:55,STORE-0512,POS-004,BATCH-STORE-0512-20250225-2,Y03975,APPROVED,4.110000000000001
TX-POS-202503110048-443197,3569471848532760,4.99,PURCHASE,2025-02-13 12:30:47,STORE-0512,POS-004,BATCH-STORE-0512-20250213-4,976377,APPROVED,1.0200000000000014
TX-POS-202503110048-290399,8805511633211575,6.99,PURCHASE,2025-02-18 12:53:11,STORE-0512,POS-004,BATCH-STORE-0512-20250218-2,N40534,APPROVED,234.01999999999998
TX-POS-202503110048-210533,MYLQ-8064,3.99,PURCHASE,2025-03-10 18:57:33,STORE-0512,POS-003,BATCH-STORE-0512-20250310-3,B92223,APPROVED,7.140000000000002
TX-POS-202503110048-448037,CARD-65898,0.0,BALANCE,2025-02-11 16:07:19,STORE-0512,POS-001,BATCH-STORE-0512-20250211-3,213700,APPROVED,1.9900000000000038
TX-POS-202503110048-452541,AULN-4282,53.99,PURCHASE,2025-02-10 13:38:16,STORE-0512,POS-004,BATCH-STORE-0512-20250210-3,175424,APPROVED,25.999999999999993
TX-POS-202503110048-187572,RCUM-3352,1.7,PURCHASE,2025-02-25 11:57:49,STORE-0512,POS-004,BATCH-STORE-0512-20250225-4,Y22551,APPROVED,0.30000000000000004
TX-POS-202503110048-670990,3937970013685544,65.46,PURCHASE,2025-02-17 13:59:05,STORE-0512,POS-005,BATCH-STORE-0512-20250217-3,WD6262,APPROVED,86.57999999999997
TX-POS-202503110048-352241,FPFQ-6357,0.0,BALANCE,2025-02-20 18:54:28,STORE-0512,POS-004,BATCH-STORE-0512-20250220-2,GF3154,APPROVED,5.120000000000001
TX-POS-202503110048-117809,CARD-33816,0.0,BALANCE,2025-03-10 11:56:18,STORE-0512,POS-003,BATCH-STORE-0512-20250310-9,DG7509,APPROVED,0.020000000000004903
TX-POS-202503110048-409148,TMVB-2576,2.5,PURCHASE,2025-02-16 11:28:07,STORE-0512,POS-002,BATCH-STORE-0512-20250216-4,M81406,APPROVED,4.519999999999996
TX-POS-202503110048-696986,GC-STORE-0512-7663,3.0,PURCHASE,2025-02-27 18:48:09,STORE-0512,POS-002,BATCH-STORE-0512-20250227-3,L08307,APPROVED,21.020000000000003
TX-POS-202503110048-682773,8556720946321043,1.99,PURCHASE,2025-03-04 13:27:23,STORE-0512,POS-001,BATCH-STORE-0512-20250304-7,J87880,APPROVED,2.340000000000007
TX-POS-202503110048-509696,GC-STORE-0512-1432,28.99,PURCHASE,2025-03-11 12:18:58,STORE-0512,POS-001,BATCH-STORE-0512-20250311-4,VD1752,APPROVED,7.039999999999996
TX-POS-202503110048-722405,GC-STORE-0512-4118,56.29,PURCHASE,2025-02-15 13:19:24,STORE-0512,POS-005,BATCH-STORE-0512-20250215-8,515762,APPROVED,101.72999999999999
TX-POS-202503110048-684230,1648505857523692,2.99,PURCHASE,2025-02-18 17:17:12,STORE-0512,POS-001,BATCH-STORE-0512-20250218-2,T70427,APPROVED,9.499999999999998
TX-POS-202503110048-484093,CARD-21236,27.0,REFUND,2025-02-22 13:15:31,STORE-0512,POS-003,BATCH-STORE-0512-20250222-5,DM1043,APPROVED,126.98
TX-POS-202503110048-540021,OXBP-4450,2.99,PURCHASE,2025-03-05 19:52:03,STORE-0512,POS-003,BATCH-STORE-0512-20250305-8,L44317,APPROVED,0.03000000000000469
TX-POS-202503110048-273667,2997511676154978,3.99,PURCHASE,2025-03-05 12:51:35,STORE-0512,POS-002,BATCH-STORE-0512-20250305-2,A09988,APPROVED,81.88000000000001
TX-POS-202503110048-478079,9694214259395850,5.11,PURCHASE,2025-02-22 11:48:07,STORE-0512,POS-004,BATCH-STORE-0512-20250222-6,524484,APPROVED,1.780000000000003
TX-POS-202503110048-549279,NUNI-4662,0.0,BALANCE,2025-03-02 18:22:11,STORE-0512,POS-005,BATCH-STORE-0512-20250302-2,O43046,APPROVED,0.9999999999999949
TX-POS-202503110048-720688,7219681144149727,54.0,PURCHASE,2025-02-17 10:43:56,STORE-0512,POS-005,BATCH-STORE-0512-20250217-5,G73573,APPROVED,58.97999999999999
TX-POS-202503110048-419051,LKPF-3042,1.0,PURCHASE,2025-03-02 17:19:33,STORE-0512,POS-001,BATCH-STORE-0512-20250302-3,389819,APPROVED,27.0
TX-POS-202503110048-616057,CARD-16073,8.99,REFUND,2025-02-19 13:43:17,STORE-0512,POS-001,BATCH-STORE-0512-20250219-3,920250,APPROVED,9.979999999999995
TX-POS-202503110048-955130,GC-STORE-0512-3370,15.99,PURCHASE,2025-03-06 11:02:42,STORE-0512,POS-003,BATCH-STORE-0512-20250306-5,T95164,APPROVED,14.01
TX-POS-202503110048-756846,GC-STORE-0512-6065,2.99,PURCHASE,2025-02-26 11:44:37,STORE-0512,POS-003,BATCH-STORE-0512-20250226-6,CY4185,APPROVED,9.520000000000005
TX-POS-202503110048-383318,GC-STORE-0512-5921,93.99,PURCHASE,2025-02-20 11:34:46,STORE-0512,POS-002,BATCH-STORE-0512-20250220-4,T73475,APPROVED,51.500000000000014
TX-POS-202503110048-765950,VFWI-2801,24.99,PURCHASE,2025-02-15 19:37:02,STORE-0512,POS-003,BATCH-STORE-0512-20250215-5,MK9116,APPROVED,75.01
TX-POS-202503110048-891493,CARD-76882,51.99,PURCHASE,2025-02-19 12:18:23,STORE-0512,POS-005,BATCH-STORE-0512-20250219-6,LA1771,APPROVED,18.449999999999996
TX-POS-202503110048-940602,ZLFP-4786,0.0,BALANCE,2025-02-27 13:40:03,STORE-0512,POS-005,BATCH-STORE-0512-20250227-4,948168,APPROVED,3.5200000000000014
TX-POS-202503110048-494999,HCSG-9789,45.99,PURCHASE,2025-03-11 15:08:49,STORE-0512,POS-004,BATCH-STORE-0512-20250311-5,ZA0365,APPROVED,6.819999999999979
TX-POS-202503110048-306404,VFWI-2801,8.0,PURCHASE,2025-02-18 19:31:22,STORE-0512,POS-001,BATCH-STORE-0512-20250218-3,P67222,APPROVED,67.01
TX-POS-202503110048-038463,6882445586599359,1.0,PURCHASE,2025-02-20 18:59:16,STORE-0512,POS-004,BATCH-STORE-0512-20250220-8,C15785,APPROVED,0.5099999999999998
TX-POS-202503110048-716643,FHFP-4802,26.0,PURCHASE,2025-02-27 18:59:49,STORE-0512,POS-003,BATCH-STORE-0512-20250227-5,351576,APPROVED,91.99
TX-POS-202503110048-781040,CARD-83042,9.64,PURCHASE,2025-03-03 11:32:21,STORE-0512,POS-004,BATCH-STORE-0512-20250303-9,773164,APPROVED,92.85999999999997
TX-POS-202503110048-427616,4352033621093177,5.5,REFUND,2025-02-10 18:07:30,STORE-0512,POS-001,BATCH-STORE-0512-20250210-6,NF3728,APPROVED,5.499999999999997
TX-POS-202503110048-032035,GC-STORE-0512-1679,10.99,PURCHASE,2025-02-17 13:48:46,STORE-0512,POS-002,BATCH-STORE-0512-20250217-8,500810,APPROVED,4.02
TX-POS-202503110048-244504,CARD-51492,85.99,PURCHASE,2025-02-24 19:14:17,STORE-0512,POS-003,BATCH-STORE-0512-20250224-1,G05418,APPROVED,105.02
TX-POS-202503110048-583102,GTAQ-7608,1.0,PURCHASE,2025-03-03 11:49:52,STORE-0512,POS-005,BATCH-STORE-0512-20250303-6,K15286,APPROVED,2.0199999999999996
TX-POS-202503110048-341467,1822376378964641,48.42,PURCHASE,2025-02-25 18:47:43,STORE-0512,POS-004,BATCH-STORE-0512-20250225-2,F95660,APPROVED,59.59000000000002
TX-POS-202503110048-998739,CARD-33130,1.99,PURCHASE,2025-03-10 13:27:50,STORE-0512,POS-004,BATCH-STORE-0512-20250310-8,324683,APPROVED,0.019999999999999796
TX-POS-202503110048-130773,1296628860541624,47.0,PURCHASE,2025-03-11 13:55:26,STORE-0512,POS-005,BATCH-STORE-0512-20250311-6,508842,APPROVED,23.65000000000002
TX-POS-202503110048-614649,GC-STORE-0512-5634,39.99,PURCHASE,2025-03-10 13:45:47,STORE-0512,POS-004,BATCH-STORE-0512-20250310-9,227430,APPROVED,221.39
TX-POS-202503110048-198226,SBBT-2864,14.27,REFUND,2025-02-14 15:05:54,STORE-0512,POS-005,BATCH-STORE-0512-20250214-7,R98233,APPROVED,21.28
TX-POS-202503110048-936022,CARD-72590,5.5,PURCHASE,2025-03-10 12:26:12,STORE-0512,POS-001,BATCH-STORE-0512-20250310-2,IY0311,APPROVED,27.489999999999995
TX-POS-202503110048-763404,QWHN-7671,7.99,PURCHASE,2025-02-20 17:42:43,STORE-0512,POS-004,BATCH-STORE-0512-20250220-7,O39189,APPROVED,5.329070518200751e-15
TX-POS-202503110048-667448,GC-STORE-0512-4299,2.99,PURCHASE,2025-03-03 20:20:52,STORE-0512,POS-005,BATCH-STORE-0512-20250303-9,430220,APPROVED,1.7400000000000002
TX-POS-202503110048-562696,9483346004106275,1.99,PURCHASE,2025-02-24 12:24:38,STORE-0512,POS-004,BATCH-STORE-0512-20250224-9,562708,APPROVED,-1.5543122344752192e-15
TX-POS-202503110048-271003,GC-STORE-0512-4175,10.96,REFUND,2025-02-27 12:22:25,STORE-0512,POS-005,BATCH-STORE-0512-20250227-7,713107,APPROVED,15.43000000000001
TX-POS-202503110048-822999,FHSB-2517,2.1,REFUND,2025-02-13 12:42:18,STORE-0512,POS-003,BATCH-STORE-0512-20250213-4,I75846,APPROVED,2.8499999999999983
TX-POS-202503110048-613072,3901077698327117,12.99,PURCHASE,2025-02-21 18:54:08,STORE-0512,POS-002,BATCH-STORE-0512-20250221-4,O97290,APPROVED,10.990000000000004
TX-POS-202503110048-030320,GC-STORE-0512-1166,23.99,PURCHASE,2025-03-03 13:34:30,STORE-0512,POS-003,BATCH-STORE-0512-20250303-3,085561,APPROVED,0.029999999999997584
TX-POS-202503110048-832055,IFKT-7993,98.99,PURCHASE,2025-02-25 14:34:57,STORE-0512,POS-001,BATCH-STORE-0512-20250225-5,339178,APPROVED,101.01
TX-POS-202503110048-131596,GC-STORE-0512-3098,27.99,PURCHASE,2025-03-07 12:11:02,STORE-0512,POS-003,BATCH-STORE-0512-20250307-1,842107,APPROVED,332.13
TX-POS-202503110048-008933,CARD-17524,1.0,REFUND,2025-02-16 13:18:01,STORE-0512,POS-003,BATCH-STORE-0512-20250216-2,TQ8887,APPROVED,1.0
TX-POS-202503110048-939761,1941334489243995,0.0,BALANCE,2025-02-18 17:14:52,STORE-0512,POS-002,BATCH-STORE-0512-20250218-3,A08818,APPROVED,215.01
TX-POS-202503110048-175044,GC-STORE-0512-4877,3.99,PURCHASE,2025-03-01 18:03:44,STORE-0512,POS-004,BATCH-STORE-0512-20250301-5,M24513,APPROVED,26.099999999999994
TX-POS-202503110048-397620,CARD-35640,0.0,BALANCE,2025-02-19 11:45:27,STORE-0512,POS-005,BATCH-STORE-0512-20250219-4,058800,APPROVED,313.75
TX-POS-202503110048-838475,8722608199649674,3.99,PURCHASE,2025-02-14 19:26:21,STORE-0512,POS-001,BATCH-STORE-0512-20250214-7,CT0173,APPROVED,8.489999999999997
TX-POS-202503110048-239828,1475262225905442,2.99,REFUND,2025-03-11 12:36:10,STORE-0512,POS-004,BATCH-STORE-0512-20250311-2,280794,APPROVED,66.48999999999998
TX-POS-202503110048-984917,OWVB-1136,14.84,PURCHASE,2025-02-25 12:31:18,STORE-0512,POS-002,BATCH-STORE-0512-20250225-1,815190,APPROVED,121.17999999999998
TX-POS-202503110048-199713,CARD-69186,42.0,PURCHASE,2025-03-06 11:37:02,STORE-0512,POS-002,BATCH-STORE-0512-20250306-3,271102,APPROVED,32.05000000000001
TX-POS-202503110048-170354,CARD-93383,58.0,PURCHASE,2025-02-18 08:36:13,STORE-0512,POS-002,BATCH-STORE-0512-20250218-1,Q98306,APPROVED,162.02999999999997
TX-POS-202503110048-685597,YULS-7420,2.99,PURCHASE,2025-02-10 09:46:17,STORE-0512,POS-003,BATCH-STORE-0512-20250210-7,Z63084,APPROVED,12.020000000000001
TX-POS-202503110048-074392,4858362524617661,6.99,PURCHASE,2025-02-24 18:27:33,STORE-0512,POS-003,BATCH-STORE-0512-20250224-3,R86928,APPROVED,3.0100000000000016
TX-POS-202503110048-679848,7751169165086080,3.99,PURCHASE,2025-02-11 18:46:22,STORE-0512,POS-004,BATCH-STORE-0512-20250211-6,JG9300,APPROVED,5.000000000000009
TX-POS-202503110048-805801,3019563804898498,12.5,PURCHASE,2025-02-12 17:12:53,STORE-0512,POS-001,BATCH-STORE-0512-20250212-2,T75755,APPROVED,1.5199999999999978
TX-POS-202503110048-442373,1941334489243995,8.99,PURCHASE,2025-02-23 18:01:43,STORE-0512,POS-004,BATCH-STORE-0512-20250223-2,772479,APPROVED,206.01999999999998
TX-POS-202503110048-359064,GC-STORE-0512-5534,14.99,REFUND,2025-03-01 12:15:20,STORE-0512,POS-001,BATCH-STORE-0512-20250301-6,IU4216,APPROVED,18.359999999999996
TX-POS-202503110048-342061,CARD-65898,0.0,BALANCE,2025-03-11 13:00:44,STORE-0512,POS-004,BATCH-STORE-0512-20250311-6,D58193,APPROVED,1.9900000000000038
TX-POS-202503110048-742777,GC-STORE-0512-8414,9.0,PURCHASE,2025-03-02 13:58:53,STORE-0512,POS-005,BATCH-STORE-0512-20250302-2,382577,APPROVED,9.659999999999997
TX-POS-202503110048-002147,3431273005208039,66.5,PURCHASE,2025-03-10 21:52:52,STORE-0512,POS-004,BATCH-STORE-0512-20250310-1,TE8246,APPROVED,120.14999999999998
TX-POS-202503110048-366986,8432959531090490,2.0,PURCHASE,2025-03-11 19:00:06,STORE-0512,POS-002,BATCH-STORE-0512-20250311-5,JF8918,APPROVED,2.110000000000001
TX-POS-202503110048-038406,1296628860541624,7.99,PURCHASE,2025-03-10 11:11:19,STORE-0512,POS-005,BATCH-STORE-0512-20250310-6,P36261,APPROVED,15.66000000000002
TX-POS-202503110048-824371,GC-STORE-0512-5634,53.99,PURCHASE,2025-02-27 13:13:57,STORE-0512,POS-003,BATCH-STORE-0512-20250227-4,V65924,APPROVED,167.39999999999998
TX-POS-202503110048-270902,CARD-12590,45.18,REFUND,2025-02-10 11:43:31,STORE-0512,POS-003,BATCH-STORE-0512-20250210-4,084632,APPROVED,52.84
TX-POS-202503110048-724682,4807909792924370,14.99,PURCHASE,2025-03-04 13:05:34,STORE-0512,POS-005,BATCH-STORE-0512-20250304-5,847407,APPROVED,7.489999999999997
TX-POS-202503110048-660400,CARD-55643,1.5,PURCHASE,2025-02-22 11:24:07,STORE-0512,POS-005,BATCH-STORE-0512-20250222-8,V24957,APPROVED,0.0
TX-POS-202503110048-334156,CARD-92403,75.0,PURCHASE,2025-03-03 19:24:53,STORE-0512,POS-005,BATCH-STORE-0512-20250303-3,047742,APPROVED,138.5
TX-POS-202503110048-106293,CARD-94300,28.05,REFUND,2025-02-12 11:59:14,STORE-0512,POS-005,BATCH-STORE-0512-20250212-3,O77309,APPROVED,29.060000000000002
TX-POS-202503110048-425833,5899350110920167,4.99,PURCHASE,2025-02-19 18:10:57,STORE-0512,POS-001,BATCH-STORE-0512-20250219-2,O09737,APPROVED,3.51
TX-POS-202503110048-708215,CARD-63601,1.99,PURCHASE,2025-03-06 11:27:47,STORE-0512,POS-005,BATCH-STORE-0512-20250306-4,528640,APPROVED,3.5299999999999994
TX-POS-202503110048-646294,GTAQ-7608,2.0,PURCHASE,2025-03-11 19:26:32,STORE-0512,POS-002,BATCH-STORE-0512-20250311-9,SY1811,APPROVED,0.019999999999999574
TX-POS-202503110048-977486,CARD-14115,73.47,PURCHASE,2025-03-05 11:20:29,STORE-0512,POS-005,BATCH-STORE-0512-20250305-8,I31212,APPROVED,222.54
TX-POS-202503110048-760881,CARD-58193,29.86,PURCHASE,2025-03-06 17:56:16,STORE-0512,POS-004,BATCH-STORE-0512-20250306-5,TE9609,APPROVED,204.14999999999998
TX-POS-202503110048-497867,GC-STORE-0512-9248,11.99,PURCHASE,2025-02-18 19:32:59,STORE-0512,POS-005,BATCH-STORE-0512-20250218-5,P44070,APPROVED,4.010000000000003
TX-POS-202503110048-454809,3430328575950541,4.99,PURCHASE,2025-03-11 12:26:24,STORE-0512,POS-003,BATCH-STORE-0512-20250311-5,E30092,APPROVED,13.989999999999997
TX-POS-202503110048-884752,CARD-66821,13.99,PURCHASE,2025-02-09 11:58:45,STORE-0512,POS-003,BATCH-STORE-0512-20250209-8,T75989,APPROVED,16.009999999999998
TX-POS-202503110048-377354,1941334489243995,50.99,PURCHASE,2025-03-11 12:11:54,STORE-0512,POS-003,BATCH-STORE-0512-20250311-6,R62632,APPROVED,155.02999999999997
TX-POS-202503110048-564453,GC-STORE-0512-6475,43.84,PURCHASE,2025-02-16 13:03:43,STORE-0512,POS-003,BATCH-STORE-0512-20250216-1,032495,APPROVED,14.670000000000002
TX-POS-202503110048-399765,CARD-12590,25.99,PURCHASE,2025-02-12 11:09:46,STORE-0512,POS-003,BATCH-STORE-0512-20250212-3,I94441,APPROVED,26.850000000000005
TX-POS-202503110048-952870,GC-STORE-0512-3356,28.99,REFUND,2025-02-27 17:50:02,STORE-0512,POS-001,BATCH-STORE-0512-20250227-1,562968,APPROVED,136.97
TX-POS-202503110048-490668,CARD-22618,27.0,PURCHASE,2025-02-14 11:04:35,STORE-0512,POS-002,BATCH-STORE-0512-20250214-5,O10778,APPROVED,45.00999999999999
TX-POS-202503110048-245557,3898855059570486,22.99,PURCHASE,2025-02-14 16:18:19,STORE-0512,POS-001,BATCH-STORE-0512-20250214-9,WA2419,APPROVED,20.760000000000016
TX-POS-202503110048-597729,QRWK-7585,3.99,PURCHASE,2025-02-10 11:10:28,STORE-0512,POS-001,BATCH-STORE-0512-20250210-7,046896,APPROVED,2.020000000000003
TX-POS-202503110048-977593,GC-STORE-0512-6475,9.0,PURCHASE,2025-03-10 13:37:50,STORE-0512,POS-004,BATCH-STORE-0512-20250310-3,782149,APPROVED,5.670000000000002
