transaction_id,reference_id,card_id,amount,transaction_type,processed_at,merchant_id,terminal_id,batch_id,authorization_code,status
TX-PROC-202503110048-915316,TX-POS-202503110048-915316,TCRR-5952,2.99,PURCHASE,2025-02-28 13:37:34,STORE-0512,POS-001,BATCH-STORE-0512-20250228-6,J32287,SETTLED
TX-PROC-202503110048-715535,TX-POS-202503110048-715535,NMJM-3729,33.0,REFUND,2025-03-02 13:31:28,STORE-0512,POS-004,BATCH-STORE-0512-20250302-7,NM4721,SETTLED
TX-PROC-202503110048-307127,TX-POS-202503110048-307127,3223224475023651,51.99,PURCHASE,2025-02-23 11:59:24,STORE-0512,POS-001,BATCH-STORE-0512-20250223-6,506116,SETTLED
TX-PROC-202503110048-683059,TX-POS-202503110048-683059,7164507918614899,0.0,BALANCE,2025-03-03 21:38:17,STORE-0512,POS-004,BATCH-STORE-0512-20250303-2,695392,SETTLED
TX-PROC-202503110048-234115,TX-POS-202503110048-234115,CARD-92693,68.71,PURCHASE,2025-02-15 04:05:01,STORE-0512,POS-005,BATCH-STORE-0512-20250214-1,980221,SETTLED
TX-PROC-202503110048-550733,TX-POS-202503110048-550733,GC-STORE-0512-1360,18.0,PURCHASE,2025-02-14 12:35:20,STORE-0512,POS-001,BATCH-STORE-0512-20250214-3,RJ4221,SETTLED
TX-PROC-202503110048-548433,TX-POS-202503110048-548433,3098576893381487,3.72,PURCHASE,2025-03-04 11:42:30,STORE-0512,POS-002,BATCH-STORE-0512-20250304-2,404921,SETTLED
TX-PROC-202503110048-286328,TX-POS-202503110048-286328,8156749357950694,6.5,PURCHASE,2025-02-22 19:12:06,STORE-0512,POS-005,BATCH-STORE-0512-20250222-5,784658,SETTLED
TX-PROC-202503110048-172580,TX-POS-202503110048-172580,GC-STORE-0512-1923,60.99,PURCHASE,2025-02-25 12:16:12,STORE-0512,POS-004,BATCH-STORE-0512-20250225-5,198228,SETTLED
TX-PROC-202503110048-450257,TX-POS-202503110048-450257,3235614114346646,1.99,PURCHASE,2025-03-08 11:34:17,STORE-0512,POS-004,BATCH-STORE-0512-20250308-4,Z75341,SETTLED
TX-PROC-202503110048-708492,TX-POS-202503110048-708492,FHSB-2517,0.376,PURCHASE,2025-02-17 12:06:02,STORE-0512,POS-002,BATCH-STORE-0512-20250217-9,171401,SETTLED
TX-PROC-202503110048-691901,TX-POS-202503110048-691901,OXMU-9833,70.99,PURCHASE,2025-02-11 19:01:47,STORE-0512,POS-005,BATCH-STORE-0512-20250211-4,K76758,SETTLED
TX-PROC-202503110048-610411,TX-POS-202503110048-610411,CARD-96337,95.99,PURCHASE,2025-02-15 19:30:59,STORE-0512,POS-004,BATCH-STORE-0512-20250215-2,845725,SETTLED
TX-PROC-202503110048-084922,TX-POS-202503110048-084922,CARD-92693,38.99,PURCHASE,2025-03-03 12:02:01,STORE-0512,POS-004,BATCH-STORE-0512-20250303-9,664617,SETTLED
TX-PROC-202503110048-778857,TX-POS-202503110048-778857,FIAU-1894,5.0,PURCHASE,2025-02-18 13:33:27,STORE-0512,POS-004,BATCH-STORE-0512-20250218-6,P70062,SETTLED
TX-PROC-202503110048-800674,TX-POS-202503110048-800674,CARD-58872,1.5,PURCHASE,2025-02-19 17:35:40,STORE-0512,POS-002,BATCH-STORE-0512-20250219-2,680836,SETTLED
TX-PROC-202503110048-670507,TX-POS-202503110048-670507,XCGW-2411,74.5,PURCHASE,2025-03-05 12:57:33,STORE-0512,POS-005,BATCH-STORE-0512-20250305-6,XF6499,SETTLED
TX-PROC-202503110048-837439,TX-POS-202503110048-837439,CARD-83370,9.99,PURCHASE,2025-02-25 12:08:03,STORE-0512,POS-002,BATCH-STORE-0512-20250225-3,H63041,SETTLED
TX-PROC-202503110048-325304,TX-POS-202503110048-325304,CARD-31119,1.99,PURCHASE,2025-03-10 18:08:07,STORE-0512,POS-005,BATCH-STORE-0512-20250310-1,058036,SETTLED
TX-PROC-202503110048-499806,TX-POS-202503110048-499806,4426601143883781,5.49,PURCHASE,2025-02-26 12:29:34,STORE-0512,POS-003,BATCH-STORE-0512-20250226-2,AU6086,SETTLED
TX-PROC-202503110048-433661,TX-POS-202503110048-433661,CARD-86037,63.99,PURCHASE,2025-03-10 19:54:32,STORE-0512,POS-001,BATCH-STORE-0512-20250310-4,K51852,SETTLED
TX-PROC-202503110048-279889,TX-POS-202503110048-279889,ZOXX-7330,15.5,PURCHASE,2025-02-11 11:36:13,STORE-0512,POS-004,BATCH-STORE-0512-20250211-7,224860,SETTLED
TX-PROC-202503110048-100345,TX-POS-202503110048-100345,1822376378964641,5.99,PURCHASE,2025-02-24 18:40:31,STORE-0512,POS-003,BATCH-STORE-0512-20250224-4,JD8437,SETTLED
TX-PROC-202503110048-846903,TX-POS-202503110048-846903,LITH-1292,27.0,PURCHASE,2025-03-11 12:48:38,STORE-0512,POS-003,BATCH-STORE-0512-20250311-8,469550,SETTLED
TX-PROC-202503110048-355406,TX-POS-202503110048-355406,GC-STORE-0512-1064,8.69,REFUND,2025-03-07 17:18:25,STORE-0512,POS-004,BATCH-STORE-0512-20250307-4,009371,SETTLED
TX-PROC-202503110048-932675,TX-POS-202503110048-932675,CARD-50956,1.44,PURCHASE,2025-02-25 18:18:36,STORE-0512,POS-002,BATCH-STORE-0512-20250225-6,140941,SETTLED
TX-PROC-202503110048-729101,TX-POS-202503110048-729101,QQSP-5935,0.0,BALANCE,2025-03-11 12:59:09,STORE-0512,POS-002,BATCH-STORE-0512-20250311-3,V83058,SETTLED
TX-PROC-202503110048-816329,TX-POS-202503110048-816329,CARD-89784,0.2,PURCHASE,2025-02-25 15:52:55,STORE-0512,POS-002,BATCH-STORE-0512-20250225-2,L77951,SETTLED
TX-PROC-202503110048-744391,TX-POS-202503110048-744391,LCKF-4499,7.5,REFUND,2025-03-08 13:38:12,STORE-0512,POS-001,BATCH-STORE-0512-20250308-4,311714,SETTLED
TX-PROC-202503110048-834689,TX-POS-202503110048-834689,GC-STORE-0512-7728,89.99,PURCHASE,2025-02-10 17:22:09,STORE-0512,POS-001,BATCH-STORE-0512-20250210-8,810604,SETTLED
TX-PROC-202503110048-187833,TX-POS-202503110048-187833,1295267015051855,22.1,PURCHASE,2025-02-15 11:23:05,STORE-0512,POS-001,BATCH-STORE-0512-20250215-5,IE4687,SETTLED
TX-PROC-202503110048-655590,TX-POS-202503110048-655590,GC-STORE-0512-8699,24.99,PURCHASE,2025-03-08 21:07:36,STORE-0512,POS-003,BATCH-STORE-0512-20250308-5,985833,SETTLED
TX-PROC-202503110048-845776,TX-POS-202503110048-845776,CARD-96229,2.31,PURCHASE,2025-03-06 13:50:55,STORE-0512,POS-005,BATCH-STORE-0512-20250306-8,WZ4643,SETTLED
TX-PROC-202503110048-270797,TX-POS-202503110048-270797,3898855059570486,23.0,PURCHASE,2025-02-23 13:19:15,STORE-0512,POS-001,BATCH-STORE-0512-20250223-3,585436,SETTLED
TX-PROC-202503110048-878974,TX-POS-202503110048-878974,2787455662004166,1.13,PURCHASE,2025-02-14 11:25:00,STORE-0512,POS-005,BATCH-STORE-0512-20250214-6,U23108,SETTLED
TX-PROC-202503110048-134724,TX-POS-202503110048-134724,3540436216294553,21.99,PURCHASE,2025-03-10 11:21:25,STORE-0512,POS-001,BATCH-STORE-0512-20250310-2,942382,SETTLED
TX-PROC-202503110048-380630,TX-POS-202503110048-380630,GC-STORE-0512-6227,0.0,BALANCE,2025-02-21 13:14:24,STORE-0512,POS-001,BATCH-STORE-0512-20250221-9,VP9530,SETTLED
TX-PROC-202503110048-044345,TX-POS-202503110048-044345,3019563804898498,3.99,PURCHASE,2025-02-27 11:46:51,STORE-0512,POS-004,BATCH-STORE-0512-20250227-2,P71242,SETTLED
TX-PROC-202503110048-887280,TX-POS-202503110048-887280,7545665971717750,54.99,PURCHASE,2025-02-15 19:46:09,STORE-0512,POS-005,BATCH-STORE-0512-20250215-3,324371,SETTLED
TX-PROC-202503110048-152426,TX-POS-202503110048-152426,4791587866268419,7.72,PURCHASE,2025-02-19 12:22:45,STORE-0512,POS-005,BATCH-STORE-0512-20250219-4,R03214,SETTLED
TX-PROC-202503110048-480605,TX-POS-202503110048-480605,CARD-11214,44.99,REFUND,2025-02-20 12:42:58,STORE-0512,POS-001,BATCH-STORE-0512-20250220-2,YQ5047,SETTLED
TX-PROC-202503110048-209479,TX-POS-202503110048-209479,GC-STORE-0512-7310,38.0,PURCHASE,2025-02-26 12:14:09,STORE-0512,POS-001,BATCH-STORE-0512-20250226-4,O68945,SETTLED
TX-PROC-202503110048-357536,TX-POS-202503110048-357536,CARD-65898,7.99,PURCHASE,2025-02-19 11:16:00,STORE-0512,POS-002,BATCH-STORE-0512-20250219-1,259256,SETTLED
TX-PROC-202503110048-133251,TX-POS-202503110048-133251,VLWZ-8758,1.99,PURCHASE,2025-02-27 11:43:27,STORE-0512,POS-002,BATCH-STORE-0512-20250227-1,049132,SETTLED
TX-PROC-202503110048-719200,TX-POS-202503110048-719200,QHVG-3735,1.0,PURCHASE,2025-02-24 12:57:46,STORE-0512,POS-003,BATCH-STORE-0512-20250224-7,Z93349,SETTLED
TX-PROC-202503110048-264514,TX-POS-202503110048-264514,CARD-60923,4.0,PURCHASE,2025-02-28 18:50:34,STORE-0512,POS-003,BATCH-STORE-0512-20250228-9,U03065,SETTLED
TX-PROC-202503110048-968287,TX-POS-202503110048-968287,LTYN-5001,30.0,PURCHASE,2025-02-19 15:23:40,STORE-0512,POS-004,BATCH-STORE-0512-20250219-1,S34035,SETTLED
TX-PROC-202503110048-366047,TX-POS-202503110048-366047,CARD-39719,27.93,PURCHASE,2025-03-01 12:03:57,STORE-0512,POS-002,BATCH-STORE-0512-20250301-7,Y90807,SETTLED
TX-PROC-202503110048-268587,TX-POS-202503110048-268587,GIIR-8118,33.99,PURCHASE,2025-03-07 18:18:31,STORE-0512,POS-005,BATCH-STORE-0512-20250307-8,UV2191,SETTLED
TX-PROC-202503110048-088159,TX-POS-202503110048-088159,8226842329378623,2.69,PURCHASE,2025-03-10 12:46:24,STORE-0512,POS-004,BATCH-STORE-0512-20250310-7,656451,SETTLED
TX-PROC-202503110048-224022,TX-POS-202503110048-224022,9100706404380727,19.0,PURCHASE,2025-02-20 12:34:41,STORE-0512,POS-001,BATCH-STORE-0512-20250220-1,C86324,SETTLED
TX-PROC-202503110048-684989,TX-POS-202503110048-684989,CARD-82154,2.99,PURCHASE,2025-03-02 12:37:31,STORE-0512,POS-005,BATCH-STORE-0512-20250302-2,WC1246,SETTLED
TX-PROC-202503110048-900310,TX-POS-202503110048-900310,CARD-40456,18.99,PURCHASE,2025-03-02 13:41:20,STORE-0512,POS-004,BATCH-STORE-0512-20250302-8,090394,SETTLED
TX-PROC-202503110048-796697,TX-POS-202503110048-796697,7552821358719206,1.0,REFUND,2025-03-03 11:36:48,STORE-0512,POS-001,BATCH-STORE-0512-20250303-3,KS4157,SETTLED
TX-PROC-202503110048-358352,TX-POS-202503110048-358352,CARD-65626,8.0,REFUND,2025-02-20 19:12:56,STORE-0512,POS-001,BATCH-STORE-0512-20250220-4,K56027,SETTLED
TX-PROC-202503110048-803534,TX-POS-202503110048-803534,9100706404380727,4.99,PURCHASE,2025-03-07 19:28:30,STORE-0512,POS-005,BATCH-STORE-0512-20250307-2,766416,SETTLED
TX-PROC-202503110048-267321,TX-POS-202503110048-267321,GC-STORE-0512-6312,83.05,PURCHASE,2025-02-25 17:49:44,STORE-0512,POS-002,BATCH-STORE-0512-20250225-2,J20146,SETTLED
TX-PROC-202503110048-293848,TX-POS-202503110048-293848,CARD-78093,10.65,PURCHASE,2025-02-25 17:13:49,STORE-0512,POS-005,BATCH-STORE-0512-20250225-6,OX8170,SETTLED
TX-PROC-202503110048-614400,TX-POS-202503110048-614400,7082029207624981,47.99,REFUND,2025-03-05 11:39:33,STORE-0512,POS-003,BATCH-STORE-0512-20250305-6,938750,SETTLED
TX-PROC-202503110048-437213,TX-POS-202503110048-437213,IJXV-9297,2.38,PURCHASE,2025-03-07 19:50:38,STORE-0512,POS-004,BATCH-STORE-0512-20250307-3,OL0113,SETTLED
TX-PROC-202503110048-965174,TX-POS-202503110048-965174,GC-STORE-0512-4831,1.25,PURCHASE,2025-02-13 12:11:59,STORE-0512,POS-003,BATCH-STORE-0512-20250213-6,949364,SETTLED
TX-PROC-202503110048-634451,TX-POS-202503110048-634451,GC-STORE-0512-4877,14.4,PURCHASE,2025-03-06 12:37:26,STORE-0512,POS-005,BATCH-STORE-0512-20250306-4,D49679,SETTLED
TX-PROC-202503110048-956410,TX-POS-202503110048-956410,2366436502655680,23.12,PURCHASE,2025-02-20 13:09:25,STORE-0512,POS-005,BATCH-STORE-0512-20250220-7,015457,SETTLED
TX-PROC-202503110048-280772,TX-POS-202503110048-280772,IIFI-3997,4.7,PURCHASE,2025-03-01 13:51:26,STORE-0512,POS-005,BATCH-STORE-0512-20250301-1,870376,SETTLED
TX-PROC-202503110048-128457,TX-POS-202503110048-128457,4746968598550019,47.99,PURCHASE,2025-03-02 11:16:58,STORE-0512,POS-005,BATCH-STORE-0512-20250302-4,C94585,SETTLED
TX-PROC-202503110048-285185,TX-POS-202503110048-285185,CARD-66139,2.0,PURCHASE,2025-03-08 13:00:12,STORE-0512,POS-005,BATCH-STORE-0512-20250308-4,128156,SETTLED
TX-PROC-202503110048-312307,TX-POS-202503110048-312307,5945650292093618,0.0,BALANCE,2025-02-11 13:22:14,STORE-0512,POS-003,BATCH-STORE-0512-20250211-9,PD8097,SETTLED
TX-PROC-202503110048-463687,TX-POS-202503110048-463687,CARD-22618,37.99,PURCHASE,2025-02-20 11:14:47,STORE-0512,POS-004,BATCH-STORE-0512-20250220-6,VB9854,SETTLED
TX-PROC-202503110048-629296,TX-POS-202503110048-629296,WEFV-8772,36.99,REFUND,2025-03-01 11:05:33,STORE-0512,POS-003,BATCH-STORE-0512-20250301-6,B54313,SETTLED
TX-PROC-202503110048-076257,TX-POS-202503110048-076257,6590009695021693,5.35,PURCHASE,2025-03-07 11:43:50,STORE-0512,POS-004,BATCH-STORE-0512-20250307-2,B99034,SETTLED
TX-PROC-202503110048-655379,TX-POS-202503110048-655379,CARD-18275,22.99,PURCHASE,2025-02-26 11:35:30,STORE-0512,POS-005,BATCH-STORE-0512-20250226-4,B55140,SETTLED
TX-PROC-202503110048-516074,TX-POS-202503110048-516074,GC-STORE-0512-9581,64.99,PURCHASE,2025-03-06 18:33:34,STORE-0512,POS-005,BATCH-STORE-0512-20250306-8,924275,SETTLED
TX-PROC-202503110048-270964,TX-POS-202503110048-270964,CARD-22740,10.0,PURCHASE,2025-03-04 12:32:21,STORE-0512,POS-003,BATCH-STORE-0512-20250304-5,E54972,SETTLED
TX-PROC-202503110048-626057,TX-POS-202503110048-626057,CARD-31554,4.99,PURCHASE,2025-02-22 11:12:44,STORE-0512,POS-003,BATCH-STORE-0512-20250222-3,Z39248,SETTLED
TX-PROC-202503110048-546972,TX-POS-202503110048-546972,CARD-82154,16.0,REFUND,2025-03-03 17:24:11,STORE-0512,POS-003,BATCH-STORE-0512-20250303-6,S75425,SETTLED
TX-PROC-202503110048-742927,TX-POS-202503110048-742927,CARD-40597,59.99,PURCHASE,2025-02-17 11:22:51,STORE-0512,POS-005,BATCH-STORE-0512-20250217-6,ZC0553,SETTLED
TX-PROC-202503110048-836530,TX-POS-202503110048-836530,CARD-69708,1.25,PURCHASE,2025-02-10 19:57:57,STORE-0512,POS-002,BATCH-STORE-0512-20250210-2,054600,SETTLED
TX-PROC-202503110048-395254,TX-POS-202503110048-395254,GC-STORE-0512-1937,33.04,PURCHASE,2025-03-07 11:01:18,STORE-0512,POS-002,BATCH-STORE-0512-20250307-9,P44690,SETTLED
TX-PROC-202503110048-245678,TX-POS-202503110048-245678,XFMY-7042,2.0,PURCHASE,2025-03-10 16:28:30,STORE-0512,POS-002,BATCH-STORE-0512-20250310-5,GT5043,SETTLED
TX-PROC-202503110048-124002,TX-POS-202503110048-124002,XICO-5046,5.76,PURCHASE,2025-03-05 15:53:47,STORE-0512,POS-004,BATCH-STORE-0512-20250305-4,T27484,SETTLED
TX-PROC-202503110048-698498,TX-POS-202503110048-698498,4847393897692018,87.99,PURCHASE,2025-02-22 17:24:13,STORE-0512,POS-005,BATCH-STORE-0512-20250222-4,P52081,SETTLED
TX-PROC-202503110048-828314,TX-POS-202503110048-828314,3256062699316884,8.0,PURCHASE,2025-02-19 13:32:22,STORE-0512,POS-005,BATCH-STORE-0512-20250219-4,U19142,SETTLED
TX-PROC-202503110048-497699,TX-POS-202503110048-497699,LITH-1292,2.5,PURCHASE,2025-03-07 00:23:09,STORE-0512,POS-003,BATCH-STORE-0512-20250306-5,VP5046,SETTLED
TX-PROC-202503110048-905532,TX-POS-202503110048-905532,UXJI-6738,21.99,PURCHASE,2025-02-15 18:19:31,STORE-0512,POS-003,BATCH-STORE-0512-20250215-3,436066,SETTLED
TX-PROC-202503110048-989750,TX-POS-202503110048-989750,MOWX-4676,83.5,PURCHASE,2025-02-09 19:58:34,STORE-0512,POS-004,BATCH-STORE-0512-20250209-1,QN7230,SETTLED
TX-PROC-202503110048-494696,TX-POS-202503110048-494696,1113356146210329,38.99,REFUND,2025-02-26 19:01:05,STORE-0512,POS-004,BATCH-STORE-0512-20250226-5,153315,SETTLED
TX-PROC-202503110048-186317,TX-POS-202503110048-186317,4858362524617661,4.99,PURCHASE,2025-02-13 13:31:16,STORE-0512,POS-001,BATCH-STORE-0512-20250213-2,483654,SETTLED
TX-PROC-202503110048-377016,TX-POS-202503110048-377016,GC-STORE-0512-8699,15.99,PURCHASE,2025-03-06 08:38:28,STORE-0512,POS-001,BATCH-STORE-0512-20250306-7,169785,SETTLED
TX-PROC-202503110048-550478,TX-POS-202503110048-550478,JOZE-1022,31.0,PURCHASE,2025-02-27 21:00:49,STORE-0512,POS-003,BATCH-STORE-0512-20250227-7,UI5632,SETTLED
TX-PROC-202503110048-772101,TX-POS-202503110048-772101,ALSJ-9901,21.0,PURCHASE,2025-02-26 17:33:13,STORE-0512,POS-001,BATCH-STORE-0512-20250226-9,378067,SETTLED
TX-PROC-202503110048-535715,TX-POS-202503110048-535715,QHVG-3735,1.0,REFUND,2025-02-12 12:21:09,STORE-0512,POS-002,BATCH-STORE-0512-20250212-4,782021,SETTLED
TX-PROC-202503110048-494260,TX-POS-202503110048-494260,5071471616972288,21.0,PURCHASE,2025-03-11 17:11:55,STORE-0512,POS-002,BATCH-STORE-0512-20250311-7,931726,SETTLED
TX-PROC-202503110048-274859,TX-POS-202503110048-274859,CARD-64574,1.86,PURCHASE,2025-03-10 17:20:49,STORE-0512,POS-005,BATCH-STORE-0512-20250310-7,230935,SETTLED
TX-PROC-202503110048-284876,TX-POS-202503110048-284876,5358424912918202,49.99,REFUND,2025-02-20 13:46:01,STORE-0512,POS-004,BATCH-STORE-0512-20250220-1,U48234,SETTLED
TX-PROC-202503110048-849405,TX-POS-202503110048-849405,CARD-62731,26.0,PURCHASE,2025-03-11 13:04:35,STORE-0512,POS-002,BATCH-STORE-0512-20250311-6,084884,SETTLED
TX-PROC-202503110048-935232,TX-POS-202503110048-935232,GC-STORE-0512-9105,9.99,REFUND,2025-02-21 19:00:51,STORE-0512,POS-001,BATCH-STORE-0512-20250221-9,B10924,SETTLED
TX-PROC-202503110048-020685,TX-POS-202503110048-020685,AAMU-2021,14.11,REFUND,2025-03-09 13:06:38,STORE-0512,POS-005,BATCH-STORE-0512-20250309-2,PH0121,SETTLED
TX-PROC-202503110048-204138,TX-POS-202503110048-204138,CARD-10298,1.0,PURCHASE,2025-02-25 12:49:55,STORE-0512,POS-003,BATCH-STORE-0512-20250225-7,X29849,SETTLED
TX-PROC-202503110048-095957,TX-POS-202503110048-095957,JRBR-1363,37.99,PURCHASE,2025-03-11 16:59:18,STORE-0512,POS-005,BATCH-STORE-0512-20250311-3,F89222,SETTLED
TX-PROC-202503110048-371311,TX-POS-202503110048-371311,QWHN-7671,7.99,REFUND,2025-03-09 17:52:51,STORE-0512,POS-005,BATCH-STORE-0512-20250309-6,089626,SETTLED
TX-PROC-202503110048-921732,TX-POS-202503110048-921732,GC-STORE-0512-9822,0.1,PURCHASE,2025-03-04 11:31:17,STORE-0512,POS-002,BATCH-STORE-0512-20250304-4,480769,SETTLED
TX-PROC-202503110048-436006,TX-POS-202503110048-436006,CARD-39596,5.99,PURCHASE,2025-02-27 12:38:49,STORE-0512,POS-002,BATCH-STORE-0512-20250227-7,H84722,SETTLED
TX-PROC-202503110048-397122,TX-POS-202503110048-397122,KVQD-6381,26.99,PURCHASE,2025-02-28 17:45:16,STORE-0512,POS-001,BATCH-STORE-0512-20250228-6,528268,SETTLED
TX-PROC-202503110048-175704,TX-POS-202503110048-175704,AULN-4282,11.0,REFUND,2025-03-07 11:46:57,STORE-0512,POS-002,BATCH-STORE-0512-20250307-6,Y41803,SETTLED
TX-PROC-202503110048-392322,TX-POS-202503110048-392322,9100706404380727,1.0,PURCHASE,2025-02-19 13:52:19,STORE-0512,POS-005,BATCH-STORE-0512-20250219-1,780377,SETTLED
TX-PROC-202503110048-255083,TX-POS-202503110048-255083,9487948459145599,5.99,PURCHASE,2025-03-01 13:21:14,STORE-0512,POS-003,BATCH-STORE-0512-20250301-2,TU4953,SETTLED
TX-PROC-202503110048-306032,TX-POS-202503110048-306032,4807909792924370,17.5,PURCHASE,2025-02-21 19:20:27,STORE-0512,POS-004,BATCH-STORE-0512-20250221-4,032036,SETTLED
TX-PROC-202503110048-291044,TX-POS-202503110048-291044,GC-STORE-0512-9344,26.96,PURCHASE,2025-02-22 13:23:20,STORE-0512,POS-004,BATCH-STORE-0512-20250222-9,R03585,SETTLED
TX-PROC-202503110048-900443,TX-POS-202503110048-900443,4847393897692018,12.99,PURCHASE,2025-02-28 11:37:10,STORE-0512,POS-001,BATCH-STORE-0512-20250228-3,JJ2711,SETTLED
TX-PROC-202503110048-610684,TX-POS-202503110048-610684,DTTO-7114,32.72,PURCHASE,2025-03-07 19:43:24,STORE-0512,POS-005,BATCH-STORE-0512-20250307-8,541920,SETTLED
TX-PROC-202503110048-595942,TX-POS-202503110048-595942,YSLX-8157,45.96,REFUND,2025-02-11 11:36:38,STORE-0512,POS-002,BATCH-STORE-0512-20250211-9,Y53740,SETTLED
TX-PROC-202503110048-237787,TX-POS-202503110048-237787,3526412338849515,67.0,PURCHASE,2025-02-10 09:12:52,STORE-0512,POS-002,BATCH-STORE-0512-20250210-3,A21776,SETTLED
TX-PROC-202503110048-620585,TX-POS-202503110048-620585,JFQT-3434,26.99,PURCHASE,2025-02-15 11:20:06,STORE-0512,POS-002,BATCH-STORE-0512-20250215-4,383709,SETTLED
TX-PROC-202503110048-774264,TX-POS-202503110048-774264,OGWI-9496,27.0,REFUND,2025-03-02 00:41:23,STORE-0512,POS-003,BATCH-STORE-0512-20250301-4,R44728,SETTLED
TX-PROC-202503110048-212946,TX-POS-202503110048-212946,CARD-53881,3.0,PURCHASE,2025-02-21 13:53:50,STORE-0512,POS-001,BATCH-STORE-0512-20250221-2,NQ0466,SETTLED
TX-PROC-202503110048-160431,TX-POS-202503110048-160431,1648505857523692,15.99,REFUND,2025-03-02 12:58:24,STORE-0512,POS-005,BATCH-STORE-0512-20250302-2,GV1224,SETTLED
TX-PROC-202503110048-872203,TX-POS-202503110048-872203,AFJJ-4198,1.99,PURCHASE,2025-03-11 11:31:35,STORE-0512,POS-005,BATCH-STORE-0512-20250311-9,FF4035,SETTLED
TX-PROC-202503110048-469187,TX-POS-202503110048-469187,YPGQ-6267,67.0,PURCHASE,2025-03-02 18:05:11,STORE-0512,POS-005,BATCH-STORE-0512-20250302-8,E93604,SETTLED
TX-PROC-202503110048-356123,TX-POS-202503110048-356123,CARD-14126,12.0,PURCHASE,2025-02-11 18:30:20,STORE-0512,POS-004,BATCH-STORE-0512-20250211-3,C19506,SETTLED
TX-PROC-202503110048-628444,TX-POS-202503110048-628444,FRMC-9089,4.4990000000000006,PURCHASE,2025-03-09 19:15:05,STORE-0512,POS-003,BATCH-STORE-0512-20250309-2,120674,SETTLED
TX-PROC-202503110048-506073,TX-POS-202503110048-506073,5318178605865259,6.99,PURCHASE,2025-03-09 21:40:50,STORE-0512,POS-001,BATCH-STORE-0512-20250309-8,GW4485,SETTLED
TX-PROC-202503110048-575333,TX-POS-202503110048-575333,4746968598550019,1.0,PURCHASE,2025-02-12 22:12:02,STORE-0512,POS-005,BATCH-STORE-0512-20250212-6,686547,SETTLED
TX-PROC-202503110048-035557,TX-POS-202503110048-035557,FMMF-6739,9.5,PURCHASE,2025-02-27 13:39:19,STORE-0512,POS-001,BATCH-STORE-0512-20250227-1,223250,SETTLED
TX-PROC-202503110048-013054,TX-POS-202503110048-013054,GC-STORE-0512-1923,1.98,PURCHASE,2025-03-08 19:33:13,STORE-0512,POS-002,BATCH-STORE-0512-20250308-2,007705,SETTLED
TX-PROC-202503110048-666119,TX-POS-202503110048-666119,9642334804273516,18.99,PURCHASE,2025-02-19 19:25:50,STORE-0512,POS-001,BATCH-STORE-0512-20250219-8,XD9046,SETTLED
TX-PROC-202503110048-412392,TX-POS-202503110048-412392,GC-STORE-0512-5892,10.82,PURCHASE,2025-03-07 14:54:56,STORE-0512,POS-004,BATCH-STORE-0512-20250307-6,VD7257,SETTLED
TX-PROC-202503110048-393925,TX-POS-202503110048-393925,GC-STORE-0512-7609,2.99,PURCHASE,2025-03-01 11:19:32,STORE-0512,POS-003,BATCH-STORE-0512-20250301-9,634995,SETTLED
TX-PROC-202503110048-488738,TX-POS-202503110048-488738,4838033823590396,3.5,PURCHASE,2025-02-27 11:34:04,STORE-0512,POS-001,BATCH-STORE-0512-20250227-6,AM9194,SETTLED
TX-PROC-202503110048-974571,TX-POS-202503110048-974571,7619368386069566,26.8,PURCHASE,2025-02-09 11:53:25,STORE-0512,POS-003,BATCH-STORE-0512-20250209-1,875344,SETTLED
TX-PROC-202503110048-730998,TX-POS-202503110048-730998,WEFV-8772,40.99,PURCHASE,2025-03-07 13:13:33,STORE-0512,POS-002,BATCH-STORE-0512-20250307-1,750764,SETTLED
TX-PROC-202503110048-781674,TX-POS-202503110048-781674,9642334804273516,15.99,PURCHASE,2025-03-02 12:58:16,STORE-0512,POS-003,BATCH-STORE-0512-20250302-1,J73738,SETTLED
TX-PROC-202503110048-056287,TX-POS-202503110048-056287,GC-STORE-0512-6643,44.5,REFUND,2025-03-04 11:16:15,STORE-0512,POS-005,BATCH-STORE-0512-20250304-8,817769,SETTLED
TX-PROC-202503110048-998855,TX-POS-202503110048-998855,CARD-91116,94.86,PURCHASE,2025-02-21 12:41:26,STORE-0512,POS-003,BATCH-STORE-0512-20250221-7,PK8452,SETTLED
TX-PROC-202503110048-101373,TX-POS-202503110048-101373,GC-STORE-0512-4634,8.99,PURCHASE,2025-02-17 12:53:32,STORE-0512,POS-002,BATCH-STORE-0512-20250217-6,P52464,SETTLED
TX-PROC-202503110048-131533,TX-POS-202503110048-131533,KXDZ-8406,3.99,PURCHASE,2025-02-23 17:17:53,STORE-0512,POS-002,BATCH-STORE-0512-20250223-5,CJ8233,SETTLED
TX-PROC-202503110048-861774,TX-POS-202503110048-861774,3937970013685544,62.99,PURCHASE,2025-02-21 08:50:34,STORE-0512,POS-005,BATCH-STORE-0512-20250220-7,A60970,SETTLED
TX-PROC-202503110048-256986,TX-POS-202503110048-256986,GC-STORE-0512-6721,1.99,PURCHASE,2025-02-23 12:49:15,STORE-0512,POS-002,BATCH-STORE-0512-20250223-9,004560,SETTLED
TX-PROC-202503110048-914252,TX-POS-202503110048-914252,CARD-67461,21.99,REFUND,2025-02-20 13:02:34,STORE-0512,POS-005,BATCH-STORE-0512-20250220-6,UW9213,SETTLED
